Location,Date,Pork Skins Large,PS Total FG LBS,PS Seasoning Used,PS Actual FG LBS,PS Fried Lbs,PS Waste Lbs,PS Overweight reported,PS % Waste,PS Yield,% Bellies Used,ST Fried Lbs,ST Finished Goods Lbs,Mix Fix lbs Produced,Cheese Curls lbs Used,% Cheese Product,ST Waste Lbs,ST % Waste,ST Yield,CR Fried Lbs,CR Finished Goods Lbs,CR Waste Lbs,CR % Waste,CR Yield,TR Fried Lbs,TR Finished Goods Lbs,TR Waste Lbs,TR % Waste,TR Yield,BL Fried Lbs,BL Finished Goods Lbs,BL Waste Lbs,BL % Waste,BL Yield,RTE CR Fried Lbs,RTE CR Finished Goods Lbs,RTE CR Waste Lbs,RTE CR % Waste,RTE CR Yield,CR TT Fried Lbs,CR TT Finished Goods Lbs,Cheese Curls lbs Used1,CR TT Waste Lbs,CR TT % Waste,CR TT Yield,TT Fried Lbs Total,TT Finished Goods Lbs Total,Finished Goods CASES Total,TT Bags Produced,Daily Changeovers,MH Trainings,MH Direct for Clips/Displays,MH Direct for Bulk,H Prod Hrs Used For Maint,MH Direct Labor,MH Indirect Labor,Productivity,PRd Fried Direct Labor lbs/hr,Prd Fried Indirect Labor lbs/hr,Prd FG Direct Labor lbs/hr,Prd FG Indirect Labor lbs/hr,Prd Bags/hr Direct Labor,Prd Bags/hr Indirect Labor,WeekC,Incidents (blank or # of recordable incidents that day),Days safe (No need to type anything),IFR (No need to type anything),"Training compliance (fill #actual / #plan %, monthly)",Comments Safety,Comments on intiatives,NR's (weekly),Complaints (weekly),"Holds (weekly, number)",Comments on Quality,OTIF,Cases cut,Outages,Comments on Service,Comments on Lbs & Yields,Comments on productivity,Comments on pellets Lbs & Yields
CHI,19-Mar-18,,7555.5,,7555.5,6020,,,,125.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6020,7555.5,,,,,,,,64,,,94.06,,118.05,,104.94,,18-Mar-18,,7,,,,,,,,,,,,,,,
CHI,18-Mar-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,-,,-,,-,,18-Mar-18,,6,,,,,,,,,,,,,,,
CHI,17-Mar-18,,7555.5,,7555.5,5670,,,,133.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5670,7555.5,,,,,,,,72,,,78.75,,104.94,,93.28,,11-Mar-18,,5,,,,,,,,,,,,,,,
CHI,16-Mar-18,,6597,,6597,5040,,,,130.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5040,6597,,,,,,,,74,,,68.11,,89.15,,27.35,,11-Mar-18,,4,,,,,,,,,,,,,,,
CHI,15-Mar-18,,8157,,8157,6300,,,,129.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6300,8157,,,,,,,,74,,,85.14,,110.23,,84.43,,11-Mar-18,,3,,,,,,,,,,,,,,,
CHI,14-Mar-18,,9729,,9729,7280,,,,133.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7280,9729,,,,,,,,74,,,98.38,,131.47,,116.86,,11-Mar-18,,2,,,,,,,,,,,,,,,
CHI,13-Mar-18,,9522,,9522,7000,,,,136.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7000,9522,,,,,,,,74,,,94.59,,128.68,,114.38,,11-Mar-18,,1,,,,,,,,,,,,,,,
CHI,12-Mar-18,,9625.5,,9625.5,7350,,,,131.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7350,9625.5,,,,,,,,74,,,99.32,,130.07,,115.62,,11-Mar-18,,0,,,,,,,,,,,,,,,
CHI,11-Mar-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,11-Mar-18,1,4,,,,,,,,,,,,,,,
CHI,10-Mar-18,,7659,,7659,5810,,,,131.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5810,7659,,,,,,,,72,,,80.69,,106.38,,94.56,,04-Mar-18,,3,,,,,,,,,,,,,,,
CHI,09-Mar-18,,7674,,7674,5950,,,,129.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5950,7674,,,,,,,,74,,,80.41,,103.70,,132.54,,04-Mar-18,,2,,,,,,,,,,,,,,,
CHI,08-Mar-18,,9832.5,,9832.5,7700,,,,127.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7700,9832.5,,,,,,,,74,,,104.05,,132.87,,118.11,,04-Mar-18,,1,,,,,,,,,,,,,,,
CHI,07-Mar-18,,9729,,9729,7420,,,,131.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7420,9729,,,,,,,,74,,,100.27,,131.47,,116.86,,04-Mar-18,,0,,,,,,,,,,,,,,,
CHI,06-Mar-18,,9315,,9315,7420,,,,125.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7420,9315,,,,,,,,74,,,100.27,,125.88,,111.89,,04-Mar-18,1,14,,,,,,,,,,,,,,,
CHI,05-Mar-18,,9625.5,,9625.5,7280,,,,132.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7280,9625.5,,,,,,,,74,,,98.38,,130.07,,115.62,,04-Mar-18,,13,,,,,,,,,,,,,,,
CHI,04-Mar-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,04-Mar-18,,12,,,,,,,,,,,,,,,
CHI,03-Mar-18,,6466.5,,6466.5,5040,,,,128.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5040,6466.5,,,,,,,,,,,,,,,,,25-Feb-18,,11,,,,,,,,,,,,,,,
CHI,02-Mar-18,,6669,,6669,5110,,,,130.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5110,6669,,,,,,,,64,,,79.84,,104.20,,140.13,,25-Feb-18,,10,,,,,,,,,,,,,,,
CHI,01-Mar-18,,9522,,9522,7420,,,,128.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7420,9522,,,,,,,,64,,,115.94,,148.78,,132.25,,25-Feb-18,,9,,,,,,,,,,,,,,,
CHI,28-Feb-18,,9315,,9315,7288,,,,127.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7288,9315,,,,,,,,64,,,113.88,,145.55,,129.38,,25-Feb-18,,8,,,,,,,,,,,,,,,
CHI,27-Feb-18,,9418.5,,9418.5,7210,,,,130.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7210,9418.5,,,,,,,,64,,,112.66,,147.16,,130.81,,25-Feb-18,,7,,,,,,,,,,,,,,,
CHI,26-Feb-18,,7659,,7659,5880,,,,130.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5880,7659,,,,,,,,56,,,105.00,,136.77,,121.57,,25-Feb-18,,6,,,,,,,,,,,,,,,
CHI,25-Feb-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,25-Feb-18,,5,,,,,,,,,,,,,,,
CHI,24-Feb-18,,7245,,7245,5530,,,,131.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5530,7245,,,,,,,,64,,,86.41,,113.20,,100.63,,18-Feb-18,,4,,,,,,,,,,,,,,,
CHI,23-Feb-18,,7452,,7452,5600,,,,133.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5600,7452,,,,,,,,64,,,87.50,,116.44,,103.50,,18-Feb-18,,3,,,,,,,,,,,,,,,
CHI,22-Feb-18,,5520,,5520,4060,,,,136.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4060,5520,,,,,,,,64,,,,,,,,,18-Feb-18,,2,,,,,,,,,,,,,,,
CHI,21-Feb-18,,7452,,7452,5670,,,,131.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5670,7452,,,,,,,,64,,,88.59,,116.44,,103.50,,18-Feb-18,,1,,,,,,,,,,,,,,,
CHI,20-Feb-18,,7452,,7452,5740,,,,129.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5740,7452,,,,,,,,56,,,89.69,,116.44,,103.50,,18-Feb-18,,0,,,,,,,,,,,,,,,
CHI,19-Feb-18,,7659,,7659,5740,,,,133.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5740,7659,,,,,,,,56,,,102.50,,136.77,,121.57,,18-Feb-18,2,12,,,,,,,,,,,,,,,
CHI,18-Feb-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,-,,-,,-,,18-Feb-18,,11,,,"3 accidents in February, one of them very serious. OSHA visit. Tom Jacob providing on site support.",,,,,"NR open, condensation in cutting room. Maintenance intervention on Saturday 3/3.",,,,,,,
CHI,17-Feb-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,11-Feb-18,,,,,,,,,,,,,,,,,
CHI,16-Feb-18,,6424.5,,6424.5,5110,,,,125.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5110,6424.5,,,,,,,,76,,,,,,,,,11-Feb-18,,,,,,,,,,,,,,,,,
CHI,15-Feb-18,,6624,,6624,5670,,,,116.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5670,6624,,,,,,,,76,,,,,,,,,11-Feb-18,,,,,,,,,,,,,,,,,
CHI,14-Feb-18,,9211.5,,9211.5,7070,,,,130.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7070,9211.5,,,,,,,,76,,,,,,,,,11-Feb-18,,,,,,,,,,,,,,,,,
CHI,13-Feb-18,,9625.5,,9625.5,6510,,,,147.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6510,9625.5,,,,,,,,76,,,,,,,,,11-Feb-18,,,,,,,,,,,,,,,,,
CHI,12-Feb-18,,8060.5,,8060.5,6370,,,,126.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6370,8060.5,,,,,,,,76,,,,,,,,,11-Feb-18,,,,,,,,,,,,,,,,,
CHI,11-Feb-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,11-Feb-18,,,,,,,,,,,,,,,,,
CHI,10-Feb-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,04-Feb-18,,,,,,,,,,,,,,,,,
CHI,09-Feb-18,,5629.5,,5629.5,4410,,,,127.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4410,5629.5,,,,,,,,56,,,,,,,,,04-Feb-18,,,,,,,,,,,,,,,,,
CHI,08-Feb-18,,9315,,9315,7070,,,,131.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7070,9315,,,,,,,,56,,,,,,,,,04-Feb-18,,,,,,,,,,,,,,,,,
CHI,07-Feb-18,,9625.5,,9625.5,6930,,,,138.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6930,9625.5,,,,,,,,56,,,,,,,,,04-Feb-18,,,,,,,,,,,,,,,,,
CHI,06-Feb-18,,9522,,9522,7140,,,,133.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7140,9522,,,,,,,,56,,,,,,,,,04-Feb-18,1,,,,,,,,,,,,,,,,
CHI,05-Feb-18,,9315,,9315,6860,,,,135.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6860,9315,,,,,,,,56,,,,,,,,,04-Feb-18,,,,,,,,,,,,,,,,,
CHI,04-Feb-18,,381,,381,280,,,,136.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,280,381,,,,,,,,16,,,,,,,,,04-Feb-18,,,,,,,,,,,,,,,,,
CHI,03-Feb-18,,4176,,4176,3290,,,,126.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3290,4176,,,,,,,,56,,,,,,,,,28-Jan-18,,,,,,,,,,,,,,,,,
CHI,02-Feb-18,,9273,,9273,6720,,,,138.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6720,9273,,,,,,,,56,,,,,,,,,28-Jan-18,,,,,,,,,,,,,,,,,
CHI,01-Feb-18,,8176.5,,8176.5,6090,,,,134.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6090,8176.5,,,,,,,,56,,,,,,,,,28-Jan-18,,,,,,,,,,,,,,,,,
CHI,31-Jan-18,,9936,,9936,7280,,,,136.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7280,9936,,,,,,,,56,,,,,,,,,28-Jan-18,,,,,,,,,,,,,,,,,
CHI,30-Jan-18,,10143,,10143,6790,,,,149.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6790,10143,,,,,,,,56,,,,,,,,,28-Jan-18,,,,,,,,,,,,,,,,,
CHI,29-Jan-18,,8940,,8940,6230,,,,143.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6230,8940,,,,,,,,56,,,,,,,,,28-Jan-18,,,,,,,,,,,,,,,,,
CHI,28-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,28-Jan-18,,,,,,,,,,,,,,,,,
CHI,27-Jan-18,,4860,,4860,3500,,,,138.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3500,4860,,,,,,,,0.56,,,,,,,,,21-Jan-18,,,,,,,,,,,,,,,,,
CHI,26-Jan-18,,7507.5,,7507.5,5320,,,,141.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5320,7507.5,,,,,,,,0.56,,,,,,,,,21-Jan-18,,,,,,,,,,,,,,,,,
CHI,25-Jan-18,,7969.5,,7969.5,5670,,,,140.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5670,7969.5,,,,,,,,0.56,,,,,,,,,21-Jan-18,,,,,,,,,,,,,,,,,
CHI,24-Jan-18,,9832.5,,9832.5,7490,,,,131.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7490,9832.5,,,,,,,,0.56,,,,,,,,,21-Jan-18,,,,,,,,,,,,,,,,,
CHI,23-Jan-18,,8487,,8487,6090,,,,139.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6090,8487,,,,,,,,0.56,,,,,,,,,21-Jan-18,,,,,,,,,,,,,,,,,
CHI,22-Jan-18,,5616,,5616,4130,,,,136.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4130,5616,,,,,,,,56,,,,,,,,,21-Jan-18,,,,,,,,,,,,,,,,,
CHI,21-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,21-Jan-18,,,,,,,,,,,,,,,,,
CHI,20-Jan-18,,6804,,6804,5390,,,,126.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5390,6804,,,,,,,,56,,,,,,,,,14-Jan-18,,,,,,,,,,,,,,,,,
CHI,19-Jan-18,,9729,,9729,7490,,,,129.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7490,9729,,,,,,,,56,,,,,,,,,14-Jan-18,,,,,,,,,,,,,,,,,
CHI,18-Jan-18,,10039.5,,10039.5,7280,,,,137.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7280,10039.5,,,,,,,,56,,,,,,,,,14-Jan-18,,,,,,,,,,,,,,,,,
CHI,17-Jan-18,,7762.5,,7762.5,5740,,,,135.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5740,7762.5,,,,,,,,56,,,,,,,,,14-Jan-18,,,,,,,,,,,,,,,,,
CHI,16-Jan-18,,4329,,4329,3430,,,,126.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3430,4329,,,,,,,,56,,,,,,,,,14-Jan-18,,,,,,,,,,,,,,,,,
CHI,15-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,14-Jan-18,,,,,,,,,,,,,,,,,
CHI,14-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,14-Jan-18,,,,,,,,,,,,,,,,,
CHI,13-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,07-Jan-18,,,,,,,,,,,,,,,,,
CHI,12-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,07-Jan-18,,,,,,,,,,,,,,,,,
CHI,11-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,07-Jan-18,,,,,,,,,,,,,,,,,
CHI,10-Jan-18,,8073,,8073,6160,,,,131.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6160,8073,,,,,,,,56,,,,,,,,,07-Jan-18,,,,,,,,,,,,,,,,,
CHI,09-Jan-18,,3456,,3456,2870,,,,120.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2870,3456,,,,,,,,56,,,,,,,,,07-Jan-18,,,,,,,,,,,,,,,,,
CHI,08-Jan-18,,6889.5,,6889.5,5250,,,,131.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5250,6889.5,,,,,,,,56,,,,,,,,,07-Jan-18,,,,,,,,,,,,,,,,,
CHI,07-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,07-Jan-18,,,,,,,,,,,,,,,,,
CHI,06-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,31-Dec-17,,,,,,,,,,,,,,,,,
CHI,05-Jan-18,,4608,,4608,3430,,,,134.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3430,4608,,,,,,,,56,,,,,,,,,31-Dec-17,,,,,,,,,,,,,,,,,
CHI,04-Jan-18,,7681.5,,7681.5,5600,,,,137.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5600,7681.5,,,,,,,,56,,,,,,,,,31-Dec-17,,,,,,,,,,,,,,,,,
CHI,03-Jan-18,,5796,,5796,4130,,,,140.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4130,5796,,,,,,,,56,,,,,,,,,31-Dec-17,,,,,,,,,,,,,,,,,
CHI,02-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,31-Dec-17,,,,,,,,,,,,,,,,,
CHI,01-Jan-18,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,31-Dec-17,,,,,,,,,,,,,,,,,
CHI,31-Dec-17,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,31-Dec-17,,,,,,,,,,,,,,,,,
CHI,30-Dec-17,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,24-Dec-17,,,,,,,,,,,,,,,,,
CHI,29-Dec-17,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,24-Dec-17,,,,,,,,,,,,,,,,,
CHI,28-Dec-17,,5296.5,,5296.5,3990,,,,132.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3990,5296.5,,,,,,,,56,,,,,,,,,24-Dec-17,,,,,,,,,,,,,,,,,
CHI,27-Dec-17,,5421,,5421,4060,,,,133.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4060,5421,,,,,,,,56,,,,,,,,,24-Dec-17,,,,,,,,,,,,,,,,,
CHI,26-Dec-17,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,24-Dec-17,,,,,,,,,,,,,,,,,
CHI,25-Dec-17,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,24-Dec-17,,,,,,,,,,,,,,,,,
CHI,24-Dec-17,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,24-Dec-17,,,,,,,,,,,,,,,,,
CHI,23-Dec-17,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,17-Dec-17,,,,,,,,,,,,,,,,,
CHI,22-Dec-17,,10605,,10605,8960,,,,118.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,8960,10605,,,,,,,,102,,,,,,,,,17-Dec-17,,,,,,,,,,,,,,,,,
CHI,21-Dec-17,,7584,,7584,6510,,,,116.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6510,7584,,,,,,,,80,,,,,,,,,17-Dec-17,,,,,,,,,,,,,,,,,
CHI,20-Dec-17,,8593.5,,8593.5,6930,,,,124.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6930,8593.5,,,,,,,,72,,,,,,,,,17-Dec-17,,,,,,,,,,,,,,,,,
CHI,19-Dec-17,,4704,,4704,3360,,,,140.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3360,4704,,,,,,,,72,,,,,,,,,17-Dec-17,,,,,,,,,,,,,,,,,
CHI,18-Dec-17,,6579,,6579,5110,,,,128.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5110,6579,,,,,,,,48,,,,,,,,,17-Dec-17,,,,,,,,,,,,,,,,,
CHI,17-Dec-17,,6103.5,,6103.5,4270,,,,142.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4270,6103.5,,,,,,,,72,,,,,,,,,17-Dec-17,,,,,,,,,,,,,,,,,
CHI,16-Dec-17,,4752,,4752,3570,,,,133.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3570,4752,,,,,,,,56,,,,,,,,,10-Dec-17,,,,,,,,,,,,,,,,,
CHI,15-Dec-17,,8116.5,,8116.5,6300,,,,128.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6300,8116.5,,,,,,,,56,,,,,,,,,10-Dec-17,,,,,,,,,,,,,,,,,
CHI,14-Dec-17,,5670,,5670,4550,,,,124.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4550,5670,,,,,,,,56,,,,,,,,,10-Dec-17,,,,,,,,,,,,,,,,,
CHI,13-Dec-17,,7245,,7245,5670,,,,127.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5670,7245,,,,,,,,56,,,,,,,,,10-Dec-17,,,,,,,,,,,,,,,,,
CHI,12-Dec-17,,5613,,5613,4410,,,,127.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4410,5613,,,,,,,,56,,,,,,,,,10-Dec-17,,,,,,,,,,,,,,,,,
CHI,11-Dec-17,,8794.5,,8794.5,6930,,,,126.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,6930,8794.5,,,,,,,,58,,,,,,,,,10-Dec-17,,,,,,,,,,,,,,,,,
CHI,10-Dec-17,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,10-Dec-17,,,,,,,,,,,,,,,,,
CHI,09-Dec-17,,9363,,9363,7630,,,,122.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,7630,9363,,,,,,,,58,,,,,,,,,03-Dec-17,,,,,,,,,,,,,,,,,
CHI,08-Dec-17,,12586.5,,12586.5,10150,,,,124.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,10150,12586.5,,,,,,,,58,,,,,,,,,03-Dec-17,,,,,,,,,,,,,,,,,
CHI,07-Dec-17,,13191,,13191,9940,,,,132.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,9940,13191,,,,,,,,58,,,,,,,,,03-Dec-17,,,,,,,,,,,,,,,,,
CHI,06-Dec-17,,10521,,10521,8260,,,,127.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,8260,10521,,,,,,,,58,,,,,,,,,03-Dec-17,,,,,,,,,,,,,,,,,
CHI,05-Dec-17,,14490,,14490,10990,,,,131.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,10990,14490,,,,,,,,58,,,,,,,,,03-Dec-17,,,,,,,,,,,,,,,,,
CHI,04-Dec-17,,10521,,10521,8400,,,,125.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,8400,10521,,,,,,,,58,,,,,,,,,03-Dec-17,,,,,,,,,,,,,,,,,
CHI,03-Dec-17,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,03-Dec-17,,,,,,,,,,,,,,,,,
CHI,02-Dec-17,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,26-Nov-17,,,,,,,,,,,,,,,,,
CHI,01-Dec-17,,15318,,15318,12250,,,,125.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,12250,15318,,,,,,,,66.5,,,,,,,,,26-Nov-17,,,,,,,,,,,,,,,,,
CHI,30-Nov-17,,10692,,10692,8470,,,,126.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,8470,10692,,,,,,,,66,,,,,,,,,26-Nov-17,,,,,,,,,,,,,,,,,
CHI,29-Nov-17,,14031,,14031,11271,,,,124.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,11271,14031,,,,,,,,51,,,,,,,,,26-Nov-17,,,,,,,,,,,,,,,,,
CHI,28-Nov-17,,7555.5,,7555.5,5810,,,,130.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5810,7555.5,,,,,,,,48,,,,,,,,,26-Nov-17,,,,,,,,,,,,,,,,,
CHI,27-Nov-17,,7452,,7452,5530,,,,134.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5530,7452,,,,,,,,40.5,,,,,,,,,26-Nov-17,,,,,,,,,,,,,,,,,
