Location,Date,Pork Skins Large,PS Total FG LBS,PS Seasoning Used,PS Actual FG LBS,PS Fried Lbs,PS Waste Lbs,PS Overweight reported,PS % Waste,PS Yield,% Bellies Used,ST Fried Lbs,ST Finished Goods Lbs,Mix Fix lbs Produced,Cheese Curls lbs Used,% Cheese Product,ST Waste Lbs,ST % Waste,ST Yield,CR Fried Lbs,CR Finished Goods Lbs,CR Waste Lbs,CR % Waste,CR Yield,TR Fried Lbs,TR Finished Goods Lbs,TR Waste Lbs,TR % Waste,TR Yield,BL Fried Lbs,BL Finished Goods Lbs,BL Waste Lbs,BL % Waste,BL Yield,RTE CR Fried Lbs,RTE CR Finished Goods Lbs,RTE CR Waste Lbs,RTE CR % Waste,RTE CR Yield,CR TT Fried Lbs,CR TT Finished Goods Lbs,Cheese Curls lbs Used1,CR TT Waste Lbs,CR TT % Waste,CR TT Yield,TT Fried Lbs Total,TT Finished Goods Lbs Total,Finished Goods CASES Total,TT Bags Produced,Daily Changeovers,MH Trainings,MH Direct for Clips/Displays,MH Direct for Bulk,H Prod Hrs Used For Maint,MH Direct Labor,MH Indirect Labor,Productivity,PRd Fried Direct Labor lbs/hr,Prd Fried Indirect Labor lbs/hr,Prd FG Direct Labor lbs/hr,Prd FG Indirect Labor lbs/hr,Prd Bags/hr Direct Labor,Prd Bags/hr Indirect Labor,WeekC,Incidents (blank or # of recordable incidents that day),Days safe (No need to type anything),IFR (No need to type anything),"Training compliance (fill #actual / #plan %, monthly)",Comments Safety,Comments on intiatives,NR's (weekly),Complaints (weekly),"Holds (weekly, number)",Comments on Quality,OTIF,Cases cut,Outages,Comments on Service,Comments on Lbs & Yields,Comments on productivity,Comments on pellets Lbs & Yields
TX,22-Sep-18,,30121,705,29416,22190,55,0,1.86973075877074E-03,1.32564218116269,0.7571,40,5,,,#DIV/0!,0,0,0.125,3440,2904,75,2.58%,84.42%,6110,5530,10,0.18%,90.51%,,,,,,1160,1116,5,0.45%,96.21%,10750,9555,0,90,9.41915227629513E-03,0.888837209302326,32940,38971,11806,100931,3,,22,,,388.75,129.25,% OT,84.7331189710611,254.854932301741,100.246945337621,301.516441005803,259.629581993569,780.89748549323,16-Sep-18,,70,,,,,,,,,,,,,,,
TX,21-Sep-18,,20523,1266,19257,16450,63,0,3.27153762268266E-03,1.17063829787234,0.4979,,,,,#DIV/0!,,,,620,441,5,1.13%,71.13%,8010,5875,15,0.26%,73.35%,,,,,,240,247,3,1.21%,102.92%,8870,6563,0,23,0.003504494895627,0.739909808342728,25320,25820,8806,203702,8,,40,,,461.75,199.5,,54.8348673524635,126.917293233083,55.91770438549,129.423558897243,441.15213860314,1021.0626566416,16-Sep-18,,69,,,,,,,,,,,,,,,
TX,20-Sep-18,,18259,1126,17133,13510,53,0,3.09344539777038E-03,1.26817172464841,0.6114,7840,6453,,,#DIV/0!,20,3.0993336432667E-03,0.823086734693878,,,,#DIV/0!,#DIV/0!,6200,5498,23,0.42%,88.68%,,,,,,,,,#DIV/0!,#DIV/0!,14040,11951,0,43,3.5980252698519E-03,0.851210826210826,27550,29084,2285.00815850816,116430,12,,16,,,509.75,210,,54.0461010299166,131.190476190476,57.0554193231976,138.495238095238,228.406081412457,554.428571428571,16-Sep-18,,68,,,,,,,,,,,,,,,
TX,19-Sep-18,1 oz. mix,19278,1002,18276,14000,65,0,3.55657693149486E-03,1.30542857142857,0.88,5360,5203,1219,810,66.45%,18,3.45954257159331E-03,0.819589552238806,4130,4050,23,0.57%,98.06%,4320,3856,16,0.41%,89.26%,,,,,,,,,#DIV/0!,#DIV/0!,13810,13109,810,57,4.34815775421466E-03,0.890586531498914,27810,31385,12135,126664,12,,24,,,467,214.75,,59.5503211991435,129.499417927823,67.2055674518201,146.146682188591,271.229122055675,589.820721769499,16-Sep-18,,67,,,,,,,,,,,,,,,
TX,18-Sep-18,,20019,1053,18966,14700,74,0,3.90171886533797E-03,1.29020408163265,0.7048,5280,4583,1040,810,77.88%,12,2.6183722452542E-03,0.714583333333333,11060,9645,52,0.54%,87.21%,6300,5161,24,0.47%,81.92%,,,,,,,,,#DIV/0!,#DIV/0!,22640,19389,810,88,4.53865593893445E-03,0.820627208480565,37340,38355,12395,118384,6,,31,,,489.75,203.25,,76.2429811128127,183.714637146371,78.3154670750383,188.708487084871,241.723328228688,582.455104551046,16-Sep-18,,66,,,,,,,,,,,,,,,
TX,17-Sep-18,,,,0,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,0,0,0,,,,,,,,178.75,,,0,,0,,0,16-Sep-18,,65,,,,,,,,,,,,,,,
TX,16-Sep-18,,,,0,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,0,0,0,,,,,,,,105.25,,,0,,0,,0,16-Sep-18,,64,,,* Safety Board was updated with required PPE for all employees.       (GP)                                                                        *All Safety inspections are being keept in one place now.       (GP),* We been working on training employees on second shift but still have lot of turnovers.                                     * Working with Temp Agency to find the best fit for 3rd shift shipping.,,,,*Management Review Program was reviewed and it was acceptable ( GP)                                                                *Meeting with USDA and Production to close out NR's (GP),,,,"* Production Schedule it's beeing made with 3 days in advance, ( game plan )                                                         *Review of labels and film needed was done in order to short any customers ( game plan)                                  *",*Yields Overall were lower than the previous week but it's been monitored closely by Pellet Coordinator.       *Low pondage fopr the week.,* A scorecard has been created to measure productivity metrics in the daily basis. (GP)                                      *We been conducting daily meeting with MO to talk about waste reports (GP),
TX,15-Sep-18,,35382,1417,33965,26320,98,0,2.88532312674812E-03,1.29046352583587,0.8245,,,,,#DIV/0!,,,,,,,#DIV/0!,#DIV/0!,7070,6062.63,46,504.89%,85.75%,,,,,,,,,#DIV/0!,#DIV/0!,7070,6062.63,0,46,7.58746616567397E-03,0.857514851485149,33390,40027.63,14981,136940,12,,46.5,,,456.25,146.75,% OT,73.1835616438356,227.529812606474,87.7317917808219,272.760681431005,300.142465753425,933.151618398637,09-Sep-18,,63,,,,,,,,,,,,,,,
TX,14-Sep-18,,14515.44,834,13681.44,10640,44,0,3.21603573892807E-03,1.28584962406015,0.8026,5600,5450.88,1225,810,0.6612244898,70,1.28419631325584E-02,0.828728571428571,24460,21433.13,200,0.93%,87.63%,2030,1974,0,307.12%,97.24%,,,,,,,,,#VALUE!,#DIV/0!,32090,28858.01,810,,,0.87404206918043,42730,42539.45,11335,94361,26,,18,80,,465.75,198.5,,91.7444981213097,215.264483627204,91.3353730542136,214.304534005038,202.600107353731,475.370277078086,09-Sep-18,,62,,,,,,,,,,,,,,,
TX,13-Sep-18,1 0z.,13443,1054,12389,9660,76,0,6.13447413027686E-03,1.28250517598344,0.5652,,,,,#DIV/0!,,,,13100,11442,72,0.63%,87.34%,1750,1390,6,0.43%,79.43%,,,,,,720,720,15,2.08%,100.00%,15570,13552,0,93,6.86245572609209E-03,0.870391779062299,25230,25941,6368,229325,5,,,80,,458.75,203,,54.9972752043597,124.285714285714,56.5471389645777,127.788177339901,499.891008174387,1129.67980295567,09-Sep-18,,61,,,,,,,,,,,,,,,
TX,12-Sep-18,,10951,596,10355,8120,41,0,3.95943988411395E-03,1.27524630541872,0.3362,5760,4942,,,#DIV/0!,32,6.47511129097531E-03,0.857986111111111,11290,10453,54,0.52%,92.59%,8120,6480,20,0.31%,79.80%,,,,,,1280,1260,12,0.95%,98.44%,26450,23135,0,118,5.10049708234277E-03,0.874669187145558,34570,33490,11668,160604,12,,15,,,510.75,199.5,,67.6847772883015,173.28320802005,65.5702398433676,167.869674185464,314.447381302007,805.032581453634,09-Sep-18,,60,,,,,,,,,,,,,,,
TX,11-Sep-18,,23161,1297,21864,16380,51,0,2.33260153677278E-03,1.33479853479853,0.3632,8800,7858,,,#DIV/0!,56,7.12649529142275E-03,0.892954545454545,,,,#DIV/0!,#DIV/0!,7210,6727,23,0.34%,93.30%,,,,,,,,,#DIV/0!,#DIV/0!,16010,14585,0,79,5.41652382584847E-03,0.910993129294191,32390,36449,14589,145750,9,,27,,,529,196.5,,61.2287334593573,164.834605597964,68.9017013232514,185.491094147583,275.519848771267,741.730279898219,09-Sep-18,,59,,,,,,,,,,,,,,,
TX,10-Sep-18,,19872.81,517.48,19355.33,14630,63,0,3.25491737934719E-03,1.32298906356801,0.7116,9280,8009,,,#DIV/0!,20,2.49719066050693E-03,0.863038793103448,11900,10348,32,0.31%,86.96%,6440,5698,8,0.14%,88.48%,,,,,,,,,#DIV/0!,#DIV/0!,27620,24055,0,60,2.49428393265433E-03,0.870926864590876,42250,43410.33,14442,159406,6,,,,,535.5,204,,78.8982259570495,207.107843137255,81.0650420168067,212.795735294118,297.676937441643,781.401960784314,09-Sep-18,,58,,,,,,,,,,,,,,,
TX,09-Sep-18,,28042,975,27067,20230,52,0,1.9211586064211E-03,1.33796342066238,0.8062,7200,6370,945,618.75,65.48%,16,2.51177394034537E-03,0.798784722222222,4470,3680,39,1.06%,82.33%,2950,2278,24,1.05%,77.22%,,,,,,,,,#DIV/0!,#DIV/0!,14620,12328,618.75,79,6.40817650876054E-03,0.800906292749658,34850,,14011,121613,6,,21,32,,416.25,111.5,,83.7237237237237,312.556053811659,,,292.163363363363,1090.69955156951,09-Sep-18,,57,,,*PPE was verified on both shifts and a log with deficiencies was created.                                                       *Shop talk was made with Mainetance team abou electrical safety.,*Creation of employee of the month board was made.                                                                                                   *Looking for options to start running 3rd shift,,,,*Daily meetings with Saniation and QA has been established to help eliminate issues from the pre op and help prodction to start up on time.,,,,*Review of labels of film not in use to eliminate from inventory.                                                                                  *Use of FIFO has been the focus of the week and its helping to eliminate old product on the WH.,*Yields are mantaing in good levels and also The Curls Yields have improved a lot compared to couple weeks ago.,*Daily Meetings w/ Machine operators are helping us to solve issues with machines.                                           *The poundage from this week helped a lot to productivity not get so affected by the high usage of temp hours.,
TX,08-Sep-18,,29626,1645,27981,20440,64,0,2.28726635931525E-03,1.36893346379648,0.7123,,,,,#DIV/0!,,,,11640,10865,37,0.34%,93.34%,8470,6633,12,0.18%,78.31%,,,,,,,,,#DIV/0!,#DIV/0!,20110,17498,0,49,2.80032003657561E-03,0.870114370959722,40550,45479,13760,116383,6,,42,,,516.25,179.75,% OT,78.547215496368,225.591098748261,88.0949152542373,253.012517385257,225.439225181598,647.471488178025,02-Sep-18,,56,,,,,,,,,,,,,,,
TX,07-Sep-18,1 oz,15213,974,14239,11690,56,0,3.93286045368355E-03,1.2180496150556,0.5629,,,,,#DIV/0!,,,,,,,#DIV/0!,#DIV/0!,7980,6313,12,0.19%,79.11%,,,,,,480,480,2,0.42%,100.00%,8460,6793,0,14,2.06094509053437E-03,0.802955082742317,20150,21032,7803,173205,8,,48,,,523.25,210.25,,38.5093167701863,95.8382877526754,40.1949354992833,100.033293697979,331.0176779742,823.804994054697,02-Sep-18,,55,,,,,,,,,,,,,,,
TX,06-Sep-18,,16235,737.6,15497.4,11690,58,0,3.74256326867733E-03,1.32569717707442,0.6188,7600,6781,,,#DIV/0!,23,3.39183011355257E-03,0.892236842105263,6160,5443,23,0.42%,88.36%,6720,5347,32,0.60%,79.57%,,,,,,,,,#DIV/0!,#DIV/0!,20480,17571,0,78,4.43913266177224E-03,0.857958984375,32170,33068.4,17187,124276,12,,,,,541,216.75,,59.4639556377079,148.419838523645,61.124584103512,152.564705882353,229.715341959335,573.361014994233,02-Sep-18,,54,,,,,,,,,,,,,,,
TX,05-Sep-18,,29831,1164,28667,21490,93,0,3.2441483238567E-03,1.33396928804095,0.8176,5680,4546,,,#DIV/0!,15,3.2996040475143E-03,0.800352112676056,,,,#DIV/0!,#DIV/0!,4970,3555,25,0.70%,71.53%,,,,,,960,960,4,0.42%,100.00%,11610,9061,0,44,4.85597616157157E-03,0.780447889750215,33100,37728,13170,127772,8,,3,,,512.5,203.25,,64.5853658536585,162.853628536285,73.6156097560976,185.623616236162,249.311219512195,628.644526445264,02-Sep-18,,53,,,,,,,,,,,,,,,
TX,04-Sep-18,,17192,646,16546,11620,63,0,3.80756678351263E-03,1.42392426850258,0.7048,9360,7347,,,#DIV/0!,23,3.13052946780999E-03,0.784935897435897,14390,12939,40,0.31%,89.92%,7100,5044,12,0.24%,71.04%,,,,,,,,,#DIV/0!,#DIV/0!,30850,25330,0,75,2.96091590998816E-03,0.821069692058347,42470,41876,14326,153134,8,,32,,,495.5,193.75,,85.7114026236125,219.2,84.5126135216953,216.134193548387,309.049445005045,790.369032258065,02-Sep-18,,52,,,,,,,,,,,,,,,
TX,03-Sep-18,,,,0,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,0,0,0,,,,,,,,76.75,,,0,,0,,0,02-Sep-18,,51,,,,,,,,,,,,,,,
TX,02-Sep-18,,19357,1271,18086,13820,63,0,3.48335729293376E-03,1.30868306801737,0.856,7200,6194,,,#DIV/0!,32,5.16628995802389E-03,0.860277777777778,12950,10384,25,0.24%,80.19%,,,,#DIV/0!,#DIV/0!,,,,,,240,246,5,2.03%,102.50%,20390,16824,0,62,3.68521160247266E-03,0.825110348209907,34210,34910,12589,120418,7,,64,,,400.75,145,,85.3649407361198,235.931034482759,87.1116656269495,240.758620689655,300.481597005614,830.468965517241,02-Sep-18,,50,,,*PPE inspection was conducted on second shift and defficiencies were adressed.                                             *Shop Talks with new employees was made to remind them abot house keeping.                                                   *Safety,"*Second Shift replaced low performance elements and keep training new ones, a part time crew trainer has been assigned for second shift.",,,,*NR was given due to some cardboard touching packaing materials. Issue got corrected an employees were retrained on how to keep materials.,,,,* Been focusing on training the new employees on shipping to use FIFO and verifying their work twice.                                                                      *The receiving part it's beeing double check as some mistakes have been identified.,"*Yields mantained on the lower 130's for skins which is a good sign of the continuous work of the production team, the curls yeilds improved significantly and is going in the right trend.                                                              *we ha","Factors that affected productivity: 1. lack of good employees, we are having big struggles to get people and hold on to them due to starting pay rates. 2. The use of extra hours for training new employees due to the current high turnover rate. This will g",
TX,01-Sep-18,1oz,13398,1125,12273,9940,55,0,4.48138189521714E-03,1.23470824949698,0.3944,2000,3443,3100,2362,76.19%,35,1.01655532965437E-02,0.5405,2760,2316,35,1.51%,83.91%,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,4760,5759,2362,70,1.21548880013891E-02,0.713655462184874,14700,18032,6084,230119,6,,88,,,450,149.5,% OT,32.6666666666667,98.3277591973244,40.0711111111111,120.615384615385,511.375555555556,1539.25752508361,26-Aug-18,,49,,,,,,,,,,,,,,,
TX,31-Aug-18,,36417.13,2443,33974.13,25690,48,0,1.41283971068575E-03,1.32246516154146,0.8147,,,,,#DIV/0!,,,,8050,6866.88,0,0.00%,85.30%,4410,3933,0,0.00%,89.18%,,,,,,,,,#DIV/0!,#DIV/0!,12460,10799.88,0,0,0,0.86676404494382,38150,44774.01,17026,144971,17,,,18,,537.75,221.75,,70.9437470943747,172.040586245772,83.2617573221757,201.912108229989,269.58809855881,653.758737316798,26-Aug-18,,48,,,,,,,,,,,,,,,
TX,30-Aug-18,,32111,1653,30458,20580,52,0,1.70726902620001E-03,1.47998056365403,0.9116,9480,7739,,,#DIV/0!,52,6.7192143687815E-03,0.816350210970464,1680,1540,5,0.32%,91.67%,4550,3942,13,0.33%,86.64%,,,,,,,,,#DIV/0!,#DIV/0!,15710,13221,0,70,5.29460706451857E-03,0.841565881604074,36290,43679,15723,130573,8,,,16,,493.75,237.25,,73.4987341772152,152.961011591149,88.4637974683544,184.105374077977,264.45164556962,550.360379346681,26-Aug-18,,47,,,,,,,,,,,,,,,
TX,29-Aug-18,,27446,1118,26328,19740,44,0,1.67122455180796E-03,1.33373860182371,1.3044,,,,,#DIV/0!,,,,10530,9461,23,0.24%,89.85%,6580,5604,16,0.29%,85.17%,,,,,,,,,#DIV/0!,#DIV/0!,17110,15065,0,39,2.58878194490541E-03,0.880479251899474,36850,41393,14271,145873,7,,25.5,,,541.75,223.25,,68.0203045685279,165.061590145577,76.4060913705584,185.410974244121,269.262574988463,653.406494960806,26-Aug-18,,46,,,,,,,,,,,,,,,
TX,28-Aug-18,1oz,11633,1075,10558,8400,64,0,6.0617541200985E-03,1.25690476190476,0,2560,3532,3059,2316,75.71%,12,3.39750849377123E-03,0.475,2330,1942,18,0.93%,83.35%,6710,5773,20,0.35%,86.04%,,,,,,,,,#DIV/0!,#DIV/0!,11600,11247,2316,50,4.44562994576331E-03,0.769913793103448,20000,21805,5612,213230,5,,45.5,,,526,228,,38.0228136882129,87.719298245614,41.4543726235741,95.6359649122807,405.380228136882,935.219298245614,26-Aug-18,,45,,,,,,,,,,,,,,,
TX,27-Aug-18,,14031,458,13573,10500,28,68,2.06291903042806E-03,1.29266666666667,0.3667,2640,2040,,,#DIV/0!,42,2.05882352941176E-02,0.772727272727273,7360,6048,151,2.50%,82.17%,6090,4808,15,0.31%,78.95%,,,,,,,,,#DIV/0!,#DIV/0!,16090,12896,0,208,1.61290322580645E-02,0.801491609695463,26590,26469,7823,91528,4,,62,,,531.25,225.75,,50.0517647058824,117.785160575858,49.824,117.249169435216,172.288,405.439645625692,26-Aug-18,,44,,,,,,,,,,,,,,,
TX,26-Aug-18,,18652,1442,17210,12670,45,0,2.61475886112725E-03,1.35832675611681,0.8232,8280,5563,,,#DIV/0!,36,6.47132841991731E-03,0.671859903381642,10990,9718,23,0.24%,88.43%,5320,4560,45,0.99%,85.71%,,,,,,480,480,3,0.63%,100.00%,25070,20321,0,107,5.26548890310516E-03,0.810570402871958,37740,37531,12353,114032,4,,32,,,455.75,123,,82.8085573230938,306.829268292683,82.3499725726824,305.130081300813,250.207350521119,927.089430894309,26-Aug-18,,43,,,*A meeting was conducted on 2nd shift to talk about the importance of safety guidelines.                                                   *Safety Walk Thru was made and several work orders got opened/ also some work orders from previous walkthru were clo,"*We celebrate the brithdays of all employees for the month of August with cup cakes.                                             * we lost 6 employees on second shift, 4 production and 2 shipping. Getting feed back on 2 of them still.",,,,"*We had a situation were the production of 1oz for 4 hours was placed on hold due to sour taste, we implemented a new format for product evaluation to be made by ( frycook, floor lead and QA ).                           * 9 customer complaints of small pr",,,,"*Couple WM order were overshipped, the issue is being adressed by CJ.                                                                   *Month end inventory had several discrepancies and there wilkl be a meeting 9/4 to talk about the discrepancies and dam","*Skin Yields were improved a lot by close attention of frycooks, MO and QA.                                                   *Strip Cracklins Yields were improved but we are having issues when running Mix Fix. We will work on thi issue next time that we","* 3 factors affected productivity: two full runs of 1oz, Several Machine issues, lack of employees for second shift.",
TX,18-Aug-18,,32720,1773,30947,23520,56,0,1.80954535173038E-03,1.31577380952381,0.8282,,,,,#DIV/0!,,,,6380,5580,23,0.41%,87.46%,3360,2376,1,0.04%,70.71%,,,,,,,,,#DIV/0!,#DIV/0!,9740,7956,0,24,3.01659125188537E-03,0.816837782340862,33260,38903,13429,106450,5,,12,32,,399.5,138,% OT,83.2540675844806,241.014492753623,97.3792240300375,281.905797101449,266.458072590738,771.376811594203,12-Aug-18,,35,,,,,,,,,,,,,,,
TX,17-Aug-18,,16043.31,774,15269.31,12320,93,0,6.09064849688689E-03,1.23939204545455,0.6818,9080,7849.47,845,654,77.40%,25,3.18492840917922E-03,0.792452643171806,13570,12053.13,32,0.27%,88.82%,4900,3876,20,61.30%,79.10%,,,,,,,,,#DIV/0!,#DIV/0!,27550,23778.6,654,77,3.23820578166923E-03,0.839368421052632,39870,39047.91,11664,130524,7,,14,48,,544,189.25,,73.2904411764706,210.673712021136,71.7792463235294,206.329775429326,239.933823529412,689.690885072655,12-Aug-18,,34,,,,,,,,,,,,,,,
TX,16-Aug-18,,10640.59,954,9686.59,9030,64,0,6.60707225143213E-03,1.07271207087486,0.814,7400,4822.44,,,#DIV/0!,20,4.14727814135583E-03,0.651681081081081,19310,17969.5,45,0.25%,93.06%,3500,2177.34,17,0.78%,62.21%,,,,,,,,,#DIV/0!,#DIV/0!,30210,24969.28,0,82,3.28403542272745E-03,0.826523667659715,39240,34655.87,8114,107805,13,,43,64,,575,201.25,,68.2434782608696,194.981366459627,60.2710782608696,172.203080745342,187.486956521739,535.67701863354,12-Aug-18,,33,,,,,,,,,,,,,,,
TX,15-Aug-18,,27228.31,1218,26010.31,21490,73,0,2.80657939101841E-03,1.21034481154025,0.2769,6280,4597.03,1272,898.5,70.64%,12,2.61038105037383E-03,0.588937898089172,,,,#DIV/0!,#DIV/0!,7700,5134.69,15,0.29%,66.68%,,,,,,,,,#DIV/0!,#DIV/0!,13980,9731.72,898.5,27,2.77443247442384E-03,0.631846924177396,35470,35742.03,12177,159859,9,,72,,,525.5,203.5,,67.4976213130352,174.299754299754,68.0152806850618,175.636511056511,304.203615604187,785.547911547912,12-Aug-18,,32,,,,,,,,,,,,,,,
TX,14-Aug-18,,27497.41,1571,25926.41,19670,63,0,2.42995462927571E-03,1.31806863243518,0.7509,,,,,#DIV/0!,,,,10640,8622.75,23,0.27%,81.04%,7570,4916,12,0.24%,64.94%,,,,,,,,,#DIV/0!,#DIV/0!,18210,13538.75,0,35,2.58517219093343E-03,0.743478857770456,37880,39465.16,20181,133000,11,,45,1.33333333333333,,508.75,215.5,,74.4570024570025,175.777262180974,77.5727960687961,183.132993039443,261.425061425061,617.169373549884,12-Aug-18,,31,,,,,,,,,,,,,,,
TX,13-Aug-18,,31347,766,30581,25060,85,0,2.7795036133547E-03,1.22031125299282,0.8324,5040,3171,,,#DIV/0!,18,5.67644276253548E-03,0.629166666666667,,,,#DIV/0!,#DIV/0!,6020,5354,5,0.09%,88.94%,,,,,,,,,#DIV/0!,#DIV/0!,11060,8525,0,23,2.69794721407625E-03,0.770795660036166,36120,39106,13905,116463,8,,42,,,491.5,201,,73.4893184130214,179.701492537313,79.5645981688708,194.557213930348,236.954221770092,579.417910447761,12-Aug-18,,30,,,,,,,,,,,,,,,
TX,12-Aug-18,,,,0,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,#DIV/0!,8540,7568,9,0.12%,88.62%,,,,,,,,,#DIV/0!,#DIV/0!,8540,7568,0,9,1.1892177589852E-03,0.886182669789227,8540,7568,234,16146,0,,26,,,143.25,85.75,,59.6160558464223,99.5918367346939,52.8307155322862,88.2565597667638,112.712041884817,188.291545189504,12-Aug-18,,29,,,*New Member to the RR. Team was chosen (Jessica M.) to help documenting and facilitating reports.              *Safety Walk Thru Was made at the TL room and work orders were created.,*Perla Perez was assigned to take the leadership of the People RR team at Texas.                                                       *An updated list of Birth days was made to start celebrating birthdays in the monthly basis.,,,,*1 salty complaint but investigation didn’t showed salty product and two stale product complaints and investigations didn’t show stale product.,,,,*Establishment of weekly FG inventory was re made.                                                                                           *Shipping is fully staffed now and now we are starting looking for having 3rd shift going.,"Yields were low in general, one factor for this issue is the oil spraying system was down. Other factor is the denstity of the strip cracklins, this issue can be solved by the having ham strips blended but we are out and Chicago is out as well.",*The Plan for 1st shift was changed and reduced with 3 employees and reflected in better productivity.          *The implementation of running thru breaks was made last week.                                                                             *We,
TX,11-Aug-18,,5295,914,4381,4060,43,0,9.81511070531842E-03,1.07906403940887,0,12240,8061,748,562.5,75.20%,23,2.85324401439027E-03,0.612622549019608,1680,1470,12,0.82%,87.50%,4340,3966,8,0.20%,91.38%,,,,,,,,,#DIV/0!,#DIV/0!,18260,13497,562.5,43,3.18589316144328E-03,0.708351588170865,22320,17878,5692,131264,5,,30.33,16,,443.75,182.5,% OT,50.2985915492958,122.301369863014,40.2884507042254,97.9616438356164,295.806197183099,719.254794520548,05-Aug-18,,28,,,,,,,,,,,,,,,
TX,10-Aug-18,,14949,931,14018,11620,54,0,3.85219004137537E-03,1.20636833046472,0.7289,5040,2971,,,#DIV/0!,64,2.15415684954561E-02,0.589484126984127,23970,20808,23,0.11%,86.81%,1680,1458,15,1.03%,86.79%,,,,,,,,,#DIV/0!,#DIV/0!,30690,25237,0,102,4.04168482783215E-03,0.822319973932877,42310,39255,11861,104407,8,,28,80,,519.75,210.75,,81.4045214045214,200.759193357058,75.5266955266955,186.26334519573,200.879268879269,495.406880189798,05-Aug-18,,27,,,,,,,,,,,,,,,
TX,09-Aug-18,,16918,886,16032,14280,63,0,3.92964071856287E-03,1.12268907563025,0.7255,6520,4229,,,#DIV/0!,58,1.37148262000473E-02,0.64861963190184,20790,18411,78,0.42%,88.56%,3430,3042,10,0.33%,88.69%,,,,,,1680,1644,12,0.73%,97.86%,32420,27326,0,158,5.78203908365659E-03,0.84287476866132,46700,43358,13168,144631,9,,3,49,,552,219.25,,84.6014492753623,212.998859749145,78.5471014492754,197.75598631699,262.01268115942,659.662485746864,05-Aug-18,,26,,,,,,,,,,,,,,,
TX,08-Aug-18,,22156,1166,20990,16520,61,0,2.90614578370653E-03,1.27058111380145,0.6441,4280,3582,1310,1057,80.69%,47,1.31211613623674E-02,0.589953271028037,,,,#DIV/0!,#DIV/0!,5320,4326,17,0.39%,81.32%,,,,,,,,,#DIV/0!,#DIV/0!,9600,7908,1057,64,8.09307030854831E-03,0.713645833333333,26120,28898,10001,119756,16,,28.7,,,543.5,204.25,,48.0588776448942,127.882496940024,53.1701931922723,141.483476132191,220.342226310948,586.320685434517,05-Aug-18,,25,,,,,,,,,,,,,,,
TX,07-Aug-18,,6960,647,6313,4340,63,0,9.97940757167749E-03,1.45460829493088,0,5000,4058,1361,1008,74.06%,32,0.007885657959586,0.61,10990,9060,45,0.50%,82.44%,6720,5178,13,0.25%,77.05%,,,,,,1520,1470,8,0.54%,96.71%,24230,19766,1008,98,4.95800870181119E-03,0.774164259182831,28570,26079,6625,171131,6,,53,,,534.75,188.5,,53.426834969612,151.564986737401,48.7685834502104,138.350132625995,320.020570359981,907.856763925729,05-Aug-18,,24,,,,,,,,,,,,,,,
TX,06-Aug-18,,28554,2562,25992,19740,44,0,1.69282856263466E-03,1.31671732522796,0.4433,6945,5041,7,4,57.14%,44,8.72842689942472E-03,0.725269978401728,8740,7650,29,0.38%,87.53%,2030,1662,10,0.60%,81.87%,,,,,,,,,#DIV/0!,#DIV/0!,17715,14353,4,83,5.78276318539678E-03,0.809991532599492,37455,40345,13931,121109,12,,36,54,,503.75,186.75,,74.3523573200993,200.562248995984,80.0893300248139,216.037483266399,240.414888337469,648.508701472557,05-Aug-18,,23,,,,,,,,,,,,,,,
TX,05-Aug-18,,,,0,,,,,,,,,,,#DIV/0!,,,,,,,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,0,0,0,,,,,,,19.25,60.25,,0,0,0,0,0,0,05-Aug-18,,22,,,*Second shift has been training new employees and correcting new employees.                                                                     *some areas in production office and pallet transfer where very slipery and we added mats to cover those areas,"*4 people were reduced from 1st shift personnel, this was made by re think on the organization.                                     *We are training new employees for shipping to ad more capacity to shipping.",,,,"*Customer cmplains of rancid product, the investigation came where the product was slighly rancid. The addition of a fan to the line is the corrective action for this issue.",,,,*We had an excellent week last week with no short shipments.                                                                                 *This is our first week with different due dates and we didn’t ship at all on Saturday.,*Skin Yields were affected due to no oil system available for 3 days. We had a great yield with fines production.,"Large amount of clips strips during this week and caused large amoutn of hours used.                                                          * Several Mechanical issues on machines #2 and #4 cuasing down time that affected productivity, Mainteannce is al",
